Specific Gravity,Pressure (psia),LOG P,Hydrate Temperature (K)
0.7,285,5.65248918,282.0944444
0.6,402,5.996452089,282.0944444
1,175.6,5.168208681,282.4555556
0.9,200,5.298317367,282.4555556
0.8,245,5.501258211,282.4555556
0.7,300,5.703782475,282.4555556
0.6,423,6.047372179,282.4555556
1,183.4,5.21166956,282.7888889
0.9,210,5.347107531,282.7888889
0.8,271,5.602118821,282.7888889
0.7,311,5.739792912,282.7888889
0.6,445,6.098074282,282.7888889
1,195.7,5.276582874,283.15
0.9,221,5.398162702,283.15
0.8,285,5.65248918,283.15
0.7,322,5.774551546,283.15
0.6,470,6.152732695,283.15
1,200,5.298317367,283.4833333
0.9,232,5.446737372,283.4833333
0.8,300,5.703782475,283.4833333
0.7,330,5.799092654,283.4833333
0.6,490,6.194405391,283.4833333
1,210,5.347107531,283.8444444
0.9,245,5.501258211,283.8444444
0.8,311,5.739792912,283.8444444
0.7,350,5.857933154,283.8444444
0.6,505,6.224558429,283.8444444
1,215,5.370638028,284.1777778
0.9,257,5.549076085,284.1777778
0.8,322,5.774551546,284.1777778
0.7,372,5.918893854,284.1777778
0.6,538,6.28785856,284.1777778
1,221.37,5.39983551,284.5388889
0.9,271,5.602118821,284.5388889
0.8,346,5.846438775,284.5388889
0.7,392,5.97126184,284.5388889
0.6,560,6.327936784,284.5388889
1,232,5.446737372,284.8722222
0.9,285,5.65248918,284.8722222
0.8,372,5.918893854,284.8722222
0.7,420,6.040254711,284.8722222
0.6,580,6.363028104,284.8722222
1,257.68,5.551718505,285.2333333
0.9,300,5.703782475,285.2333333
0.8,385,5.953243334,285.2333333
0.7,430,6.063785209,285.2333333
0.6,604,6.403574198,285.2333333
1,271.08,5.60241398,285.5666667
0.9,311,5.739792912,285.5666667
0.8,400,5.991464547,285.5666667
0.7,450,6.109247583,285.5666667
0.6,645,6.469250317,285.5666667
1,285.17,5.653085494,285.9277778
0.9,324,5.780743516,285.9277778
0.8,423,6.047372179,285.9277778
0.7,470,6.152732695,285.9277778
0.6,670,6.507277712,285.9277778
1,300,5.703782475,286.2611111
0.9,346,5.846438775,286.2611111
0.8,447,6.102558595,286.2611111
0.7,500,6.214608098,286.2611111
0.6,703,6.555356892,286.2611111
1,311,5.739792912,286.6222222
0.9,372,5.918893854,286.6222222
0.8,460,6.131226489,286.6222222
0.7,527,6.267200549,286.6222222
0.6,745,6.613384218,286.6222222
1,322.2,5.775172471,286.9555556
0.9,400,5.991464547,286.9555556
0.8,472,6.156978986,286.9555556
0.7,445,6.098074282,286.9555556
0.6,770,6.646390515,286.9555556
1,346.41,5.847623045,287.3166667
0.9,423,6.047372179,287.3166667
0.8,500,6.214608098,287.3166667
0.7,570,6.345636361,287.3166667
0.6,800,6.684611728,287.3166667
1,372.24,5.919538808,287.65
0.9,447,6.102558595,287.65
0.8,523,6.259581464,287.65
0.7,600,6.396929655,287.65
0.6,820,6.70930434,287.65
1,400,5.991464547,288.0111111
0.9,472,6.156978986,288.0111111
0.8,547,6.304448802,288.0111111
0.7,645,6.469250317,288.0111111
0.6,885,6.785587645,288.0111111
1,422.8,6.046899254,288.3444444
0.9,485,6.184148891,288.3444444
0.8,573,6.350885717,288.3444444
0.7,670,6.507277712,288.3444444
0.6,920,6.82437367,288.3444444
1,447.21,6.103028283,288.7055556
0.9,500,6.214608098,288.7055556
0.8,600,6.396929655,288.7055556
0.7,700,6.551080335,288.7055556
0.6,960,6.866933284,288.7055556
1,472.86,6.158799362,289.0388889
0.9,523,6.259581464,289.0388889
0.8,648,6.473890696,289.0388889
0.7,745,6.613384218,289.0388889
0.6,1020,6.927557906,289.0388889
1,485,6.184148891,289.4
0.9,547,6.304448802,289.4
0.8,700,6.551080335,289.4
0.7,790,6.672032945,289.4
0.6,1090,6.993932975,289.4
1,523,6.259581464,289.7333333
0.9,573,6.350885717,289.7333333
0.8,748,6.617402978,289.7333333
0.7,810,6.697034248,289.7333333
0.6,1120,7.021083964,289.7333333
1,573,6.350885717,290.0944444
0.9,623,6.434546519,290.0944444
0.8,773,6.650279049,290.0944444
0.7,845,6.739336627,290.0944444
0.6,1190,7.081708586,290.0944444
1,600,6.396929655,290.4277778
0.9,673,6.51174533,290.4277778
0.8,800,6.684611728,290.4277778
0.7,870,6.768493212,290.4277778
0.6,1200,7.090076836,290.4277778
1,648,6.473890696,290.7888889
0.9,700,6.551080335,290.7888889
0.8,848,6.742880636,290.7888889
0.7,920,6.82437367,290.7888889
0.6,1300,7.170119543,290.7888889
1,673,6.51174533,291.1222222
0.9,748,6.617402978,291.1222222
0.8,900,6.802394763,291.1222222
0.7,970,6.877296071,291.1222222
0.6,1350,7.207859871,291.1222222
1,775,6.652863029,291.4833333
0.9,800,6.684611728,291.4833333
0.8,974,6.881411304,291.4833333
0.7,1010,6.91770561,291.4833333
0.6,1420,7.258412151,291.4833333
1,848,6.742880636,291.8166667
0.9,873,6.771935556,291.8166667
0.8,1090,6.993932975,291.8166667
0.7,1100,7.003065459,291.8166667
0.6,1476,7.297091005,291.8166667
1,900,6.802394763,292.1777778
0.9,900,6.802394763,292.1777778
0.8,1192,7.083387848,292.1777778
0.7,1190,7.081708586,292.1777778
0.6,1560,7.3524411,292.1777778
1,948,6.854354502,292.5111111
0.9,974,6.881411304,292.5111111
0.8,1280,7.154615357,292.5111111
0.7,1300,7.170119543,292.5111111
0.6,1680,7.426549072,292.5111111
1,1000,6.907755279,292.8722222
0.9,1010,6.91770561,292.8722222
0.8,1300,7.170119543,292.8722222
0.7,1350,7.207859871,292.8722222
0.6,1830,7.512071246,292.8722222
1,1092,6.995766156,293.2055556
0.9,1090,6.993932975,293.2055556
0.8,1410,7.251344983,293.2055556
0.7,1470,7.29301768,293.2055556
0.6,1980,7.590852124,293.2055556
1,1189,7.080867897,293.5666667
0.9,1189,7.080867897,293.5666667
0.8,1476,7.297091005,293.5666667
0.7,1550,7.34601021,293.5666667
0.6,2180,7.687080156,293.5666667
1,1296,7.167037877,293.9
0.9,1296,7.167037877,293.9
0.8,1542,7.340835554,293.9
0.7,1680,7.426549072,293.9
0.6,2350,7.762170607,293.9
1,1414,7.254177846,294.2611111
0.9,1414,7.254177846,294.2611111
0.8,1681,7.427144133,294.2611111
0.7,1750,7.467371067,294.2611111
0.6,2500,7.824046011,294.2611111
1,1476,7.297091005,294.5944444
0.9,1418,7.257002707,294.5944444
0.8,1834,7.514254653,294.5944444
0.7,1850,7.522940918,294.5944444
0.6,2700,7.901007052,294.5944444
1,1681,7.427144133,294.9555556
0.9,1542,7.340835554,294.9555556
0.8,1915,7.557472902,294.9555556
0.7,1920,7.560080465,294.9555556
0.6,2851,7.955425089,294.9555556
1,1834,7.514254653,295.2888889
0.9,1681.78,7.427608035,295.2888889
0.8,2000,7.60090246,295.2888889
0.7,2200,7.696212639,295.2888889
1,1915,7.557472902,295.65
0.9,1834,7.514254653,295.65
0.8,2180,7.687080156,295.65
0.7,2320,7.749322465,295.65
1,2000,7.60090246,295.9833333
0.9,1915,7.557472902,295.9833333
0.8,2328,7.752764809,295.9833333
0.7,2450,7.803843304,295.9833333
1,2213,7.70210434,296.3444444
0.9,2213,7.70210434,296.3444444
0.8,2705,7.902857191,296.3444444
0.7,2700,7.901007052,296.3444444
1,2449,7.803435057,296.6777778
0.9,2450,7.803843304,296.6777778
0.7,2800,7.937374696,296.6777778
1,2710,7.904703914,297.0388889
0.9,2710,7.904703914,297.0388889
0.7,2900,7.972466016,297.0388889
1,2850,7.955074273,297.3722222
1,3000,8.006367568,297.7333333
0.865546229,2725.124,7.910269211,297.3086
0.865546229,2656.269,7.884677786,297.174
0.865546229,2587.415,7.858414587,297.037
0.865546229,2518.653,7.831479514,296.8975
0.865546229,2449.986,7.803837589,296.7554
0.865546229,2381.418,7.775451388,296.6104
0.865546229,2312.956,7.746281639,296.4625
0.865546229,2244.603,7.716283947,296.3115
0.865546229,2176.367,7.685412252,296.1569
0.865546229,2108.253,7.653614921,295.9987
0.865546229,2040.269,7.620836941,295.8364
0.865546229,1972.422,7.587017508,295.6698
0.865546229,1904.721,7.55209082,295.4984
0.865546229,1837.175,7.515984345,295.3217
0.865546229,1820.093,7.506642878,295.2761
0.865546229,1811.306,7.501803411,295.2525
0.865546229,1809.096,7.500582552,295.2465
0.865546229,1808.645,7.500333225,295.2453
0.865546229,1806.876,7.499354666,295.2417
0.865546229,1805.767,7.498740711,295.2393
0.865546229,1803.504,7.497486718,295.2342
0.865546229,1798.901,7.494931202,295.2238
0.865546229,1789.42,7.489646824,295.2023
0.865546229,1769.58,7.478497509,295.1566
0.865546229,1727.56,7.454465287,295.0567
0.865546229,1639.059,7.401877576,294.8309
0.865546229,1554.684,7.349027589,294.5942
0.865546229,1475.896,7.297020542,294.3514
0.865546229,1399.537,7.243896747,294.0934
0.865546229,1324.378,7.188698194,293.815
0.865546229,1249.867,7.130792425,293.5119
0.865546229,1184.981,7.07748202,293.2231
0.865546229,1119.997,7.021081286,292.908
0.865546229,1055.408,6.961682701,292.5659
0.865546229,991.2271,6.898943671,292.1936
0.865546229,927.4972,6.832489776,291.788
0.865546229,864.2668,6.761881517,291.3448
0.865546229,801.5922,6.6866,290.8597
0.865546229,739.539,6.606027019,290.3269
0.865546229,678.1846,6.519419522,289.7401
0.865546229,617.621,6.425875001,289.0914
0.865546229,557.958,6.324283691,288.3711
0.865546229,499.3286,6.213264396,287.5676
0.865546229,441.8947,6.091071618,286.6664
0.865546229,385.8558,5.955463725,285.649
0.865546229,331.4603,5.803508044,284.4924
0.865546229,279.0204,5.631284897,283.1667
0.865546229,228.933,5.433429384,281.6328
0.865546229,181.7065,5.202392748,279.8395
0.865546229,137.9942,4.927211655,277.7181
0.865546229,98.6308,4.591383586,275.1763
0.865546229,79.85525,4.380215621,273.6156
0.865546229,74.53891,4.311321271,273.1138
0.865546229,74.53891,4.311321271,273.1138
0.865546229,73.88584,4.302521199,272.9543
0.865546229,73.66424,4.299517471,272.8839
0.865546229,73.2276,4.293572399,272.7445
0.865546229,72.36158,4.281675496,272.466
0.865546229,70.65821,4.257854309,271.9099
0.865546229,67.36335,4.210101101,270.8013
0.865546229,61.20002,4.114147516,268.5986
0.865546229,50.42152,3.920418068,264.2512
0.865546229,41.38835,3.72299944,259.9552
0.865546229,33.76463,3.519413805,255.6627
0.865546229,27.3664,3.309315984,251.3747
0.865546229,22.02746,3.092289857,247.0913
0.865546229,17.59994,2.867895493,242.8125
0.865546229,13.95263,2.635668021,238.5382
0.863260746,2647.555,7.881391852,296.2776
0.863260746,2578.802,7.855080229,296.1433
0.863260746,2510.05,7.828057952,296.0065
0.863260746,2441.395,7.800324876,295.8673
0.863260746,2372.84,7.771842829,295.7255
0.863260746,2304.391,7.742571712,295.5809
0.863260746,2236.053,7.712467537,295.4333
0.863260746,2167.831,7.681482407,295.2826
0.863260746,2099.733,7.649565473,295.1285
0.863260746,2031.766,7.616660645,294.9708
0.863260746,1963.937,7.582706411,294.8091
0.863260746,1896.255,7.547636167,294.6431
0.863260746,1828.729,7.511376469,294.4725
0.863260746,1761.369,7.473846627,294.2967
0.863260746,1761.369,7.473846627,294.2967
0.863260746,1759.228,7.472630355,294.2918
0.863260746,1758.119,7.471999767,294.2894
0.863260746,1755.889,7.47073056,294.2844
0.863260746,1751.411,7.468177028,294.2743
0.863260746,1742.384,7.463009569,294.2539
0.863260746,1724.071,7.452443634,294.212
0.863260746,1686.549,7.430439708,294.1234
0.863260746,1608.777,7.383229542,293.9276
0.863260746,1531.295,7.333869062,293.7144
0.863260746,1455.439,7.283062852,293.4857
0.863260746,1380.459,7.230171332,293.2376
0.863260746,1305.894,7.174643143,292.9663
0.863260746,1240.716,7.123443911,292.7065
0.863260746,1175.441,7.069398675,292.4224
0.863260746,1110.532,7.012594459,292.1133
0.863260746,1045.999,6.952727689,291.7763
0.863260746,981.8808,6.889469916,291.4083
0.863260746,918.2207,6.822437776,291.0057
0.863260746,855.0679,6.751180881,290.5642
0.863260746,792.4798,6.675167016,290.0789
0.863260746,730.5236,6.593761537,289.5439
0.863260746,669.2787,6.506200565,288.9524
0.863260746,608.8394,6.411554522,288.2958
0.863260746,549.3186,6.308678601,287.5642
0.863260746,490.8531,6.196144898,286.7451
0.863260746,433.6097,6.072144821,285.8231
0.863260746,377.7942,5.934349603,284.7788
0.863260746,323.6633,5.779703778,283.5878
0.863260746,271.5402,5.604110195,282.2184
0.863260746,221.8363,5.401939722,280.6296
0.863260746,175.0789,5.165236729,278.7666
0.863260746,131.9456,4.882389716,276.5565
0.863260746,93.30004,4.535820537,273.9005
0.863260746,83.62307,4.426319439,273.0776
0.863260746,83.24821,4.421826627,273.044
0.863260746,83.24821,4.421826627,273.044
0.863260746,82.60968,4.414126865,272.8793
0.863260746,82.36462,4.411155976,272.8093
0.863260746,81.8786,4.405237662,272.6699
0.863260746,80.91461,4.393394401,272.3914
0.863260746,79.01839,4.36968061,271.8353
0.863260746,75.34997,4.322143527,270.7267
0.863260746,68.48584,4.226627009,268.5238
0.863260746,56.47459,4.033790802,264.1758
0.863260746,46.40031,3.83730614,259.879
0.863260746,37.89113,3.634717048,255.5857
0.863260746,30.74361,3.425682168,251.297
0.863260746,24.77388,3.209789872,247.0129
0.863260746,19.81831,2.986606258,242.7333
0.863260746,15.73161,2.755672064,238.4583
0.85224792,2667.651,7.888953589,296.2095
0.85224792,2598.872,7.862832784,296.0756
0.85224792,2530.092,7.836010945,295.9392
0.85224792,2461.409,7.808489229,295.8005
0.85224792,2392.825,7.780229955,295.6593
0.85224792,2324.344,7.751193128,295.5155
0.85224792,2255.973,7.721336644,295.3688
0.85224792,2187.717,7.690613813,295.2191
0.85224792,2119.582,7.658974178,295.0661
0.85224792,2051.576,7.626363557,294.9096
0.85224792,1983.706,7.592722091,294.7493
0.85224792,1915.98,7.55798452,294.5847
0.85224792,1848.407,7.522079466,294.4154
0.85224792,1780.997,7.484928599,294.2407
0.85224792,1747.056,7.465687365,294.1504
0.85224792,1744.878,7.464439918,294.1446
0.85224792,1743.77,7.463804715,294.1416
0.85224792,1743.77,7.463804715,294.1416
0.85224792,1741.551,7.462531374,294.1362
0.85224792,1740.442,7.461894383,294.1336
0.85224792,1738.219,7.460616305,294.1284
0.85224792,1733.766,7.4580512,294.1178
0.85224792,1724.838,7.452888412,294.0964
0.85224792,1706.889,7.442427694,294.0529
0.85224792,1670.645,7.420965058,293.9625
0.85224792,1596.872,7.375801995,293.7669
0.85224792,1522.982,7.328425534,293.5538
0.85224792,1449.291,7.27882975,293.3219
0.85224792,1383.418,7.232312528,293.0962
0.85224792,1317.494,7.183486726,292.8508
0.85224792,1251.87,7.132393712,292.5849
0.85224792,1186.559,7.078812801,292.296
0.85224792,1121.587,7.022499926,291.9819
0.85224792,1056.987,6.963177687,291.6398
0.85224792,992.7955,6.900524701,291.2664
0.85224792,929.054,6.834166864,290.8582
0.85224792,865.8107,6.763666293,290.4109
0.85224792,803.1217,6.688506259,289.9197
0.85224792,741.0524,6.608071338,289.3788
0.85224792,679.6799,6.521621952,288.7814
0.85224792,619.0956,6.428259703,288.1194
0.85224792,559.4091,6.326881048,287.3827
0.85224792,500.7525,6.216111967,286.5594
0.85224792,443.2871,6.094217641,285.6344
0.85224792,387.2113,5.958970539,284.5891
0.85224792,332.772,5.807457571,283.3998
0.85224792,280.2798,5.63578839,282.036
0.85224792,230.1292,5.43864089,280.4579
0.85224792,182.8254,5.208531599,278.6131
0.85224792,139.0178,4.934601982,276.4309
0.85224792,99.53614,4.600520794,273.8159
0.85224792,94.4477,4.548046242,273.4115
0.85224792,91.27166,4.513840334,273.1489
0.85224792,90.46274,4.504938053,273.0807
0.85224792,90.05198,4.500387059,273.0459
0.85224792,90.05198,4.500387059,273.0459
0.85224792,89.35445,4.492611045,272.8789
0.85224792,89.09053,4.489653044,272.8088
0.85224792,88.56749,4.48376486,272.6695
0.85224792,87.53002,4.47198182,272.391
0.85224792,85.48908,4.448388648,271.8349
0.85224792,81.54,4.401093697,270.7262
0.85224792,74.14817,4.306065389,268.5235
0.85224792,61.20459,4.114222187,264.1756
0.85224792,50.33785,3.918757279,259.8789
0.85224792,41.15017,3.717228058,255.5858
0.85224792,33.42481,3.509298439,251.2971
0.85224792,26.96561,3.29456235,247.013
0.85224792,21.59779,3.072590995,242.7334
0.85224792,17.16601,2.842931266,238.4583
0.806715049,13.53262,2.605103067,234.188
0.806715049,2639.683,7.878414113,294.8364
0.806715049,2570.941,7.852027259,294.7014
0.806715049,2502.199,7.824925224,294.564
0.806715049,2433.555,7.79710843,294.4242
0.806715049,2365.012,7.768538375,294.2818
0.806715049,2296.575,7.739174162,294.1367
0.806715049,2228.25,7.708971803,293.9886
0.806715049,2160.042,7.677882945,293.8373
0.806715049,2091.959,7.645856227,293.6825
0.806715049,2024.007,7.612834489,293.5239
0.806715049,1956.195,7.578756539,293.3611
0.806715049,1888.53,7.543554028,293.1936
0.806715049,1821.022,7.507153161,293.0208
0.806715049,1753.682,7.469472857,292.842
0.806715049,1719.772,7.449947003,292.7492
0.806715049,1702.439,7.439817208,292.7011
0.806715049,1702.439,7.439817208,292.7011
0.806715049,1700.242,7.438525873,292.6954
0.806715049,1699.134,7.437873988,292.6926
0.806715049,1696.912,7.436565408,292.687
0.806715049,1692.466,7.433941916,292.6757
0.806715049,1683.555,7.428662908,292.653
0.806715049,1665.667,7.417980923,292.6066
0.806715049,1629.618,7.396100911,292.5104
0.806715049,1556.379,7.350117248,292.3027
0.806715049,1490.07,7.306578378,292.099
0.806715049,1423.732,7.261036872,291.8784
0.806715049,1357.658,7.213516435,291.6401
0.806715049,1291.856,7.163835223,291.3822
0.806715049,1226.351,7.111798372,291.1026
0.806715049,1161.168,7.057181674,290.7989
0.806715049,1096.337,6.999729902,290.4686
0.806715049,1031.892,6.939149289,290.1087
0.806715049,967.8711,6.875098917,289.716
0.806715049,904.3178,6.807180847,289.2864
0.806715049,841.2837,6.73492894,288.8156
0.806715049,778.828,6.657790226,288.2983
0.806715049,717.0207,6.57510471,287.7284
0.806715049,655.9439,6.486075267,287.0983
0.806715049,595.6957,6.389729966,286.3994
0.806715049,536.3939,6.284868779,285.6207
0.806715049,478.181,6.169989322,284.7491
0.806715049,421.2317,6.043183039,283.768
0.806715049,365.7619,5.901982575,282.6566
0.806715049,312.0412,5.74313523,281.3882
0.806715049,260.4102,5.56225808,279.9284
0.806715049,211.303,5.353293122,278.2316
0.806715049,165.2768,5.107621644,276.237
0.806715049,123.0472,4.812568022,273.8626
0.806715049,112.3502,4.721620779,273.1386
0.806715049,110.7352,4.707141766,273.0238
0.806715049,110.3051,4.703250163,272.9929
0.806715049,110.3051,4.703250163,272.9929
0.806715049,109.4944,4.695873406,272.8361
0.806715049,109.1715,4.69292004,272.7658
0.806715049,108.5339,4.687062567,272.6264
0.806715049,107.2692,4.675341563,272.3479
0.806715049,104.7809,4.651871503,271.7918
0.806715049,99.9655,4.604825126,270.6831
0.806715049,90.94903,4.51029924,268.48
0.806715049,75.14968,4.319481858,264.1308
0.806715049,61.87369,4.125095049,259.8325
0.806715049,50.63931,3.924728152,255.5377
0.806715049,41.18392,3.718047889,251.2473
0.806715049,33.26987,3.504652183,246.9613
0.806715049,26.68541,3.284116974,242.6798
0.806715049,21.24226,3.055992594,238.4028
0.806715049,16.77362,2.819807414,234.1304
0.806715049,13.13207,2.57505733,229.8627
0.713362403,2688.862,7.896873335,295.2965
0.713362403,2620.054,7.870950207,295.1603
0.713362403,2551.247,7.844337538,295.0214
0.713362403,2482.534,7.817035092,294.8801
0.713362403,2413.919,7.789006847,294.7361
0.713362403,2345.406,7.7602138,294.5891
0.713362403,2277,7.730614066,294.439
0.713362403,2208.708,7.700163008,294.2855
0.713362403,2140.535,7.668811077,294.1283
0.713362403,2072.489,7.636505579,293.9669
0.713362403,2004.576,7.603187846,293.8009
0.713362403,1936.805,7.568794987,293.6298
0.713362403,1869.184,7.533257251,293.453
0.713362403,1801.723,7.496498708,293.2697
0.713362403,1734.432,7.458435261,293.079
0.713362403,1700.547,7.438705243,292.9796
0.713362403,1683.222,7.428465093,292.9279
0.713362403,1674.458,7.42324481,292.9015
0.713362403,1672.252,7.4219265,292.8948
0.713362403,1672.252,7.4219265,292.8948
0.713362403,1670.037,7.420601061,292.8885
0.713362403,1668.929,7.419937382,292.8854
0.713362403,1666.714,7.418609302,292.8791
0.713362403,1662.289,7.415950847,292.8665
0.713362403,1653.463,7.410627155,292.8413
0.713362403,1635.905,7.399951447,292.7903
0.713362403,1601.17,7.378489891,292.6868
0.713362403,1533.203,7.33511429,292.4726
0.713362403,1466.772,7.290819347,292.2471
0.713362403,1400.528,7.244604587,292.0044
0.713362403,1334.547,7.196347187,291.743
0.713362403,1268.846,7.145863105,291.4609
0.713362403,1203.451,7.092948542,291.1559
0.713362403,1138.388,7.037368506,290.8256
0.713362403,1073.689,6.978855661,290.4673
0.713362403,1009.388,6.917099486,290.0779
0.713362403,945.5251,6.851740435,289.6538
0.713362403,882.1477,6.782359502,289.1909
0.713362403,819.3093,6.708461668,288.6845
0.713362403,757.0725,6.629459022,288.1291
0.713362403,695.5112,6.544647115,287.5179
0.713362403,634.713,6.453172928,286.8431
0.713362403,574.7822,6.353991186,286.0952
0.713362403,515.8446,6.245805557,285.2626
0.713362403,458.0531,6.126985116,284.3308
0.713362403,401.5957,5.995445861,283.282
0.713362403,346.7054,5.848475428,282.0933
0.713362403,293.6746,5.682472352,280.7356
0.713362403,242.8737,5.492541555,279.1707
0.713362403,194.7764,5.271852234,277.3481
0.713362403,149.991,5.010575292,275.1999
0.713362403,128.0377,4.852324752,273.9106
0.713362403,116.0157,4.753725527,273.1137
0.713362403,115.2051,4.746714018,273.0572
0.713362403,115.2051,4.746714018,273.0572
0.713362403,114.2858,4.738702329,272.9043
0.713362403,113.9464,4.735728162,272.8332
0.713362403,113.2837,4.729895292,272.6938
0.713362403,111.9691,4.71822294,272.4153
0.713362403,109.3827,4.694852742,271.8592
0.713362403,104.3765,4.648004554,270.7505
0.713362403,95.00029,4.553879944,268.5476
0.713362403,78.56118,4.363877684,264.1991
0.713362403,64.73626,4.170321477,259.9016
0.713362403,53.02721,3.970805178,255.6075
0.713362403,43.16376,3.765001254,251.3177
0.713362403,34.90093,3.552513476,247.0323
0.713362403,28.02011,3.332922467,242.7514
0.713362403,22.32673,3.105784615,238.4748
0.713362403,17.64817,2.870632095,234.2028
0.713362403,13.83176,2.626967397,229.9355
0.735715567,2468.812,7.811492342,294.4365
0.735715567,2400.317,7.783356091,294.2914
0.735715567,2331.822,7.754405215,294.1429
0.735715567,2263.438,7.724640175,293.9911
0.735715567,2195.169,7.694014316,293.8357
0.735715567,2127.021,7.662477688,293.6763
0.735715567,2059.001,7.629976193,293.5125
0.735715567,1991.115,7.596450062,293.3438
0.735715567,1923.373,7.561835695,293.1698
0.735715567,1855.783,7.526061988,292.9896
0.735715567,1788.355,7.489051482,292.8026
0.735715567,1721.099,7.450718319,292.6078
0.735715567,1654.028,7.410968804,292.4042
0.735715567,1587.153,7.369697124,292.1906
0.735715567,1520.489,7.326787273,291.9655
0.735715567,1486.899,7.304448022,291.8469
0.735715567,1478.264,7.298623705,291.8158
0.735715567,1476.066,7.29713572,291.8079
0.735715567,1476.066,7.29713572,291.8079
0.735715567,1473.857,7.295638053,291.8001
0.735715567,1472.753,7.294888717,291.7963
0.735715567,1470.544,7.293387679,291.7885
0.735715567,1466.133,7.290383601,291.773
0.735715567,1457.338,7.284366763,291.7419
0.735715567,1439.854,7.272296999,291.679
0.735715567,1405.313,7.248015333,291.551
0.735715567,1337.928,7.198877428,291.2856
0.735715567,1272.275,7.148561916,291.0051
0.735715567,1206.86,7.095777224,290.7015
0.735715567,1141.779,7.040342851,290.3727
0.735715567,1077.06,6.981990386,290.0158
0.735715567,1012.737,6.920411846,289.6277
0.735715567,948.8505,6.855251252,289.2049
0.735715567,885.4465,6.786092038,288.7432
0.735715567,822.5783,6.712443676,288.2379
0.735715567,760.3084,6.63372414,287.6833
0.735715567,698.7098,6.549235492,287.073
0.735715567,637.8693,6.458133403,286.399
0.735715567,577.8903,6.359384058,285.6518
0.735715567,518.8972,6.25170579,284.82
0.735715567,461.0416,6.133488278,283.8893
0.735715567,404.5091,6.002674233,282.842
0.735715567,349.5303,5.856590253,281.6555
0.735715567,296.3939,5.691689313,280.3011
0.735715567,245.4658,5.50315763,278.7411
0.735715567,197.2135,5.284286898,276.9258
0.735715567,152.2374,5.025441145,274.7885
0.735715567,130.1737,4.868869712,273.5073
0.735715567,123.9865,4.820172689,273.1112
0.735715567,122.2826,4.806334759,272.9989
0.735715567,122.2826,4.806334759,272.9989
0.735715567,121.4507,4.799508419,272.8478
0.735715567,121.0979,4.796599309,272.7775
0.735715567,120.4008,4.790826177,272.6381
0.735715567,119.0178,4.779273062,272.3596
0.735715567,116.2962,4.756140385,271.8035
0.735715567,111.0262,4.709766209,270.6949
0.735715567,101.1479,4.616583802,268.4919
0.735715567,83.801,4.428444941,264.1432
0.735715567,69.18193,4.236739701,259.8454
0.735715567,56.77447,4.039086753,255.5509
0.735715567,46.30084,3.835160103,251.2607
0.735715567,37.5084,3.624564908,246.975
0.735715567,30.17108,3.40688385,242.6936
0.735715567,24.08706,3.181674767,238.4166
0.735715567,19.07678,2.948471889,234.1441
0.735715567,14.98093,2.706778059,229.8763
0.700453166,2532.238,7.836858776,294.5508
0.700453166,2463.647,7.809398051,294.4064
0.700453166,2395.057,7.781162309,294.2588
0.700453166,2326.573,7.752151648,294.1079
0.700453166,2258.198,7.722322429,293.9534
0.700453166,2189.938,7.691628512,293.795
0.700453166,2121.799,7.660019593,293.6323
0.700453166,2053.789,7.627441659,293.4649
0.700453166,1985.914,7.593834541,293.2921
0.700453166,1918.184,7.559134184,293.1134
0.700453166,1850.606,7.523268432,292.9281
0.700453166,1783.191,7.486159735,292.7353
0.700453166,1715.948,7.447720977,292.5341
0.700453166,1648.891,7.40785822,292.3234
0.700453166,1582.032,7.366465376,292.1019
0.700453166,1515.385,7.323424811,291.8683
0.700453166,1448.966,7.278605478,291.621
0.700453166,1444.738,7.275683269,291.6047
0.700453166,1442.535,7.274157262,291.5962
0.700453166,1442.527,7.274151716,291.5961
0.700453166,1440.328,7.272626144,291.5879
0.700453166,1439.224,7.271859358,291.5837
0.700453166,1437.017,7.270324716,291.5753
0.700453166,1432.608,7.267251838,291.5586
0.700453166,1423.819,7.261097977,291.525
0.700453166,1406.35,7.248752975,291.4572
0.700453166,1371.848,7.223914015,291.3191
0.700453166,1304.577,7.173634129,291.0335
0.700453166,1239.076,7.12212122,290.7321
0.700453166,1173.826,7.068023778,290.4063
0.700453166,1108.924,7.011145455,290.0539
0.700453166,1044.401,6.951198794,289.6718
0.700453166,980.2942,6.887852731,289.2566
0.700453166,916.6461,6.820721465,288.8046
0.700453166,853.5066,6.749353275,288.3113
0.700453166,790.9333,6.673213641,287.7716
0.700453166,728.9937,6.59166509,287.1792
0.700453166,667.7676,6.503940209,286.5271
0.700453166,607.3497,6.409104737,285.8066
0.700453166,547.8534,6.306007733,285.0071
0.700453166,489.416,6.193212844,284.1158
0.700453166,432.2054,6.068900938,283.1167
0.700453166,376.4284,5.930727857,281.9897
0.700453166,322.3431,5.775616506,280.7094
0.700453166,270.2747,5.599438849,279.2424
0.700453166,220.6371,5.39651927,277.5454
0.700453166,173.9607,5.158829412,275.5603
0.700453166,130.9275,4.874643735,273.2084
0.700453166,128.107,4.852865852,273.0297
0.700453166,128.107,4.852865852,273.0297
0.700453166,127.2886,4.846456949,272.8809
0.700453166,126.9197,4.843554603,272.811
0.700453166,126.1873,4.837767311,272.6716
0.700453166,124.7345,4.826187478,272.3931
0.700453166,121.8755,4.803000032,271.837
